Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
20tIbvvgVmjQqm8oFj9LNV,"6S2OmqARrzebs0tKUEyXyp","Get Back","Don't Forget","Demi Lovato",2008-01-01,200213,0,spotify:user:1130225252,2017-06-29T20:43:27Z,"pop,post-teen pop",0.558,0.849,0,-3.613,1,0.103,0.00516,0,0.0411,0.694,151.931,4
33YnnNdQxlkvZ8H7vc2EmW,"7bXgB6jMjp9ATFy66eO08Z","Yeah 3x","F.A.M.E. (Deluxe Version)","Chris Brown",2011-04-04,241666,0,spotify:user:1130225252,2017-06-29T20:43:30Z,"r&b,rap",0.705,0.882,11,-3.201,0,0.0445,0.000369,0.00000116,0.0934,0.7,130,4
6HOZOj2MZQXrdZXh2s12cQ,"04gDigrS5kc9YWfZHwBETP","Runaway","Hands All Over (Revised International Standard version)","Maroon 5",2010,181200,30,spotify:user:1130225252,2017-06-29T20:43:32Z,"pop",0.662,0.842,11,-3.696,0,0.0302,0.0092,0,0.152,0.588,99.983,4
76KS0hAqDp2cHnpwlBDUPO,"7nU4hB040gTmHm45YYMvqc","Let's Get Crazy","Best Of Hannah Montana","Hannah Montana",2011-01-01,156893,28,spotify:user:1130225252,2017-06-29T20:43:36Z,"pop,post-teen pop",0.724,0.915,7,-3.673,1,0.0478,0.00253,0.000096,0.341,0.846,124.984,4
6z5Yh7kOKeLjqIsNdokIpU,"7H55rcKCfwqkyDFH9wpKM6","a thousand years","The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack)","Christina Perri",2011-11-04,285120,68,spotify:user:1130225252,2017-06-29T20:43:38Z,"pop",0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3
55h7vJchibLdUkxdlX3fK7,"0du5cEVh5yTK9QJze8zA0C","Treasure","Unorthodox Jukebox","Bruno Mars",2012-12-07,178560,81,spotify:user:1130225252,2017-06-29T20:43:39Z,"dance pop,pop",0.874,0.692,5,-5.28,0,0.0431,0.0412,0.0000724,0.324,0.937,116.017,4
2VZ5Vtjn16RThAvaFz3sJZ,"4RVnAU35WRWra6OZ3CbbMA","Get Outta My Way","Aphrodite","Kylie Minogue",2010-06-30,218160,56,spotify:user:1130225252,2017-06-29T20:43:40Z,"australian dance,australian pop,dance pop,eurodance,new wave pop",0.581,0.907,6,-4.844,0,0.0651,0.019,0.00988,0.312,0.608,127.982,4
70ebKSMHvkUSg7JXgUz74Q,"25uiPmTg16RbhZWAqwLBy5","Break the Rules","SUCKER","Charli XCX",2015-02-09,203907,57,spotify:user:1130225252,2017-06-29T20:43:41Z,"art pop,candy pop,metropopolis,pop,uk pop",0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,4
4Tf94tAHtlQxjbeeyU3y7C,"6S0dmVVn4udvppDhZIWxCr","Beautiful Girls - Radio Edit","Beautiful Girls","Sean Kingston",2007-08-31,225373,52,spotify:user:1130225252,2017-06-29T20:43:48Z,"dance pop,miami hip hop,pop",0.764,0.65,1,-6.114,0,0.0673,0.169,0,0.298,0.766,130.021,4
4DF1j2aUCXLphMkCHzZ5eJ,"6wPhSqRtPu1UhRCDX5yaDJ,5Y5TRrQiqgUO4S36tzjIRZ","Wait A Minute","PCD (Revised International Version)","The Pussycat Dolls,Timbaland",2005-01-01,221946,0,spotify:user:1130225252,2017-06-29T20:43:57Z,"dance pop,girl group,pop,pop rap",0.869,0.842,8,-5.213,1,0.0484,0.0486,0.0000532,0.33,0.971,136.452,4
50yHVBbU6M4iIfqBI1bxWx,"4dpARuHxo51G3z768sgnrY","Rumour Has It","21","Adele",2011-01-19,223266,0,spotify:user:1130225252,2017-06-29T20:44:02Z,"british soul,pop,pop soul,uk pop",0.612,0.748,0,-5.014,1,0.0445,0.617,0,0.167,0.574,120.052,4
7cNV45H5hx4QRlA0ddlsTx,"6dJeKm76NjfXBNTpHmOhfO","Falling Down","Kiss & Tell (European Version)","Selena Gomez & The Scene",2010-01-01,184680,26,spotify:user:1130225252,2017-06-29T20:44:08Z,"pop",0.58,0.898,0,-3.517,1,0.0828,0.000149,0.00000708,0.359,0.807,140.014,4
3U4isOIWM3VvDubwSI3y7a,"5y2Xq6xcjJb2jVM54GHK3t","All of Me","Love In The Future (Expanded Edition)","John Legend",2013-08-30,269560,87,spotify:user:1130225252,2017-06-29T20:44:26Z,"neo soul,pop,pop soul,urban contemporary",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4
6Gsc7sbHZLx2kS4QyIzrlK,"6jJ0s89eD6GaHleKKya26X","Ur So Gay","One Of The Boys","Katy Perry",2008-06-17,217426,48,spotify:user:1130225252,2017-06-29T20:44:29Z,"pop",0.647,0.883,4,-4.263,0,0.052,0.0401,0.00000145,0.117,0.587,78.984,4
4a32Q7bRtWDGSEMbyWKIlj,"0C8ZW7ezQVs4URX5aX7Kqx","Me & The Rhythm","Revival (Deluxe)","Selena Gomez",2015-10-09,213426,52,spotify:user:1130225252,2017-06-29T20:44:41Z,"pop,post-teen pop",0.711,0.736,7,-5.959,1,0.104,0.00315,0.000637,0.0731,0.717,106.01,4
55VzNhbcf0Gxf6qRCUAV01,"1Cs0zKBU1kc0i8ypK3B9ai,3ipn9JLAPI5GUEo4y4jcoi,6MF9fzBmfXghAz953czmBC","Little Bad Girl (feat. Taio Cruz & Ludacris)","Nothing but the Beat (Ultimate Edition)","David Guetta,Ludacris,Taio Cruz",2012-12-07,192275,60,spotify:user:1130225252,2017-06-29T20:44:53Z,"big room,dance pop,edm,pop,pop dance,atl hip hop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",0.668,0.829,11,-2.748,0,0.0334,0.00572,0,0.358,0.648,127,4
1i1fxkWeaMmKEB4T7zqbzK,"69GGBxA162lTqCwzJG5jLp,6Dd3NScHWwnW6obMFbl1BH","Don't Let Me Down","Don't Let Me Down","The Chainsmokers,Daya",2016-02-05,208373,82,spotify:user:1130225252,2017-06-29T20:44:57Z,"pop,alt z",0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4
4fs51wRnDJo4XrRdk6h0GD,"04abdnqPQe2N4fjztDea6z,0TnOYISbd1XYRBk9myaseg","Mmm Yeah (feat. Pitbull)","The Secret","Austin Mahone,Pitbull",2014-05-27,231624,0,spotify:user:1130225252,2017-06-29T20:45:03Z,"pop,post-teen pop,dance pop,miami hip hop",0.712,0.922,6,-3.902,0,0.0411,0.00266,0.0000019,0.268,0.976,125.984,4
7AzuAVNOs7yg0BozFJF09p,"26dSoYclwsYLMAKD3tpOr4","If I'm Dancing","Glory (Deluxe Version)","Britney Spears",2016-08-26,204440,0,spotify:user:1130225252,2017-06-29T20:45:07Z,"dance pop,pop",0.807,0.859,8,-5.526,1,0.0633,0.0593,0.00127,0.0277,0.707,124.011,4
4IqcDJPzDL8Hq8KwAX4jUE,"7H55rcKCfwqkyDFH9wpKM6","human","head or heart","Christina Perri",2014-03-28,250706,65,spotify:user:1130225252,2017-06-29T20:45:08Z,"pop",0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,4
1ScZY21nD9PLRjJwwoZjto,"7nU4hB040gTmHm45YYMvqc","Supergirl","Best Of Hannah Montana","Hannah Montana",2011-01-01,176226,24,spotify:user:1130225252,2017-06-29T20:45:09Z,"pop,post-teen pop",0.736,0.896,10,-3.028,1,0.0658,0.0214,0,0.0484,0.794,135.991,4
3EQ3xbQizgROebPrp8mDf3,"1KYszkVzlhV3rAqmAcYIgd,2OTfr6S2kuHRYStjt1IkY6","Make It Shine (Victorious Theme) (feat. Victoria Justice)","Make It Shine (Victorious Theme) (feat. Victoria Justice)","Victorious Cast,Victoria Justice",2010-04-13,187720,54,spotify:user:1130225252,2017-06-29T20:45:15Z,"post-teen pop",0.53,0.931,5,-3.006,1,0.0521,0.000212,0,0.0805,0.491,137.008,4
2gb3LX47IzUuq5Qdlp1kOF,"06HL4z0CvFAxyc27GXpf02","Mean","Speak Now","Taylor Swift",2010-10-25,237746,0,spotify:user:1130225252,2017-06-29T20:45:21Z,"pop",0.57,0.747,4,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,4
6y97Nhz14Ji8Rlv0wAcHcV,"58AqJv0sDFPFnnBcLT8eeX,6sCbFbEjbYepqswM1vWjjs,116v5BJngSpJcXNml0OPeu","Watch Me","Shake It Up","Bella Thorne,Zendaya,Cast of Shake It Up: Break It Down",2011-01-01,177000,27,spotify:user:1130225252,2017-06-29T20:45:33Z,"post-teen pop,pop",0.709,0.695,0,-4.572,1,0.0679,0.00213,0.00542,0.0869,0.636,124.974,4
1YWcXXZ1pWCZEd8e027Soy,"0X2BH1fck6amBIoJhDVmmJ","Anything Could Happen","Halcyon","Ellie Goulding",2012-01-01,286322,0,spotify:user:1130225252,2017-06-29T20:45:38Z,"indietronica,metropopolis,pop,uk pop",0.703,0.784,0,-4.057,1,0.0305,0.397,0,0.139,0.378,103.024,4
5vd5Xnm203ZmzulaK49zJw,"6UE7nl9mha6s8z0wFQFIZ2","Dancing On My Own","Body Talk pt. 1","Robyn",2010-06-11,288670,0,spotify:user:1130225252,2017-06-29T20:45:47Z,"dance pop,electropop,neo-synthpop,scandipop,swedish electropop,swedish pop",0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,4
1D1nixOVWOxvNfWi0UD7VX,"7o95ZoZt5ZYn31e9z1Hc0a","Unwritten","Unwritten","Natasha Bedingfield",2004-09-06,259333,0,spotify:user:1130225252,2017-06-29T20:46:12Z,"dance pop,pop,post-teen pop",0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4
6wgQdBucsTofex57f3Rxnz,"3WtcOzeKXq5mUINE0bNfnt,4Ee4pZJB0SAQwfKqb31mem,3xvaSlT4xsyk6lY1ESOspO","Fabulous","High School Musical 2 Original Soundtrack","Sharpay Evans,Ryan,Disney",2007-01-01,182000,48,spotify:user:1130225252,2017-06-29T20:46:17Z,"movie tunes,west end",0.826,0.758,8,-5.179,1,0.152,0.196,0,0.0337,0.707,131.999,4
6jMw916p6AcxnVQ9n4kbsy,"1yxSLGMDHlW21z4YXirZDS","Imma Be","THE E.N.D. (THE ENERGY NEVER DIES) [International Version]","Black Eyed Peas",2009-01-01,257560,0,spotify:user:1130225252,2017-06-29T20:46:20Z,"dance pop,pop,pop rap",0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,4
1AguHaKOuggrVTebp7cZEI,"6XwwFnewNgWp81MYMK8zLq,34dZRjYum6vVBGslgYaBtB","Stereo Love - Radio Edit","Stereo Love","Edward Maya,Vika Jigulina",2010-02-02,184573,67,spotify:user:1130225252,2017-06-29T20:46:22Z,"romanian house,romanian pop,moldovan pop",0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,4
3c7MNgwEBQTnrOWLjU1DHq,"2NdeV5rLm47xAvogXrYhJX,0hCNtLu0JehylgoiP8L4Gh","I'm Out (feat. Nicki Minaj)","Ciara","Ciara,Nicki Minaj",2013-07-05,241613,49,spotify:user:1130225252,2017-06-29T20:46:25Z,"dance pop,hip pop,pop,r&b,urban contemporary,queens hip hop,rap",0.737,0.723,0,-5.834,1,0.261,0.0864,0.00000447,0.522,0.555,148.113,4
1tUZuzk3VWfwthENg42LEF,"6S2OmqARrzebs0tKUEyXyp","Don't Forget","Don't Forget","Demi Lovato",2008-01-01,223160,0,spotify:user:1130225252,2017-06-29T20:46:35Z,"pop,post-teen pop",0.606,0.432,4,-7.735,1,0.0973,0.472,0,0.629,0.641,179.923,4
3EDS89HeAhHiZKlljciK0a,"7rZNSLWMjTbwdLNskFbzFf","Push The Button","Taller In More Ways","Sugababes",2005,218093,65,spotify:user:1130225252,2017-06-29T20:46:40Z,"dance pop,europop,girl group,talent show",0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,4
4bT2zLVv2T4GiK9q9KtI0v,"2qxJFvFYMEDqd7ui6kSAcq,6Rx1JKzBrSzoKQtmbVmBnM","Stay The Night - Featuring Hayley Williams Of Paramore","Clarity (Deluxe)","Zedd,Hayley Williams",2014-01-01,217346,64,spotify:user:1130225252,2017-06-29T20:46:45Z,"complextro,edm,german techno,pop,pop dance,art pop",0.596,0.738,8,-3.109,1,0.0411,0.109,0,0.0947,0.461,127.961,4
2XV6zzOLvKsNhyBBnDcKrA,"5fyBhURKALJ81CC9X4DvZP","Sori","Vain elämää","Vesala",2014-11-07,185866,30,spotify:user:1130225252,2017-06-29T20:47:06Z,"finnish dance pop,finnish pop,iskelma,suomi rock",0.597,0.879,5,-4.889,0,0.0769,0.00669,0.00553,0.363,0.296,170.07,4
766RKRQ1ZJjmdBQ9y54HKj,"60d24wfXkVzDSfLS6hyCjZ","Animals - Original Mix","Animals","Martin Garrix",2013-10-08,304240,0,spotify:user:1130225252,2017-06-29T20:47:12Z,"dutch edm,edm,pop,pop dance,progressive house",0.674,0.866,1,-6.384,1,0.0386,0.00138,0.699,0.383,0.0376,128.012,4
31QRCKy7JIwPBaQl9ArGBz,"2gsggkzM5R49q6jpPvazou","Who's Laughing Now","Who You Are (Platinum Edition)","Jessie J",2011-01-01,234880,48,spotify:user:1130225252,2017-06-29T20:47:25Z,"dance pop,pop",0.785,0.841,1,-4.041,1,0.189,0.00453,0.0000297,0.104,0.482,100.034,4
5aCXn0FoBsHBXUZgqEqYo8,"6S2OmqARrzebs0tKUEyXyp","Here We Go Again","Here We Go Again (European Version)","Demi Lovato",2009-01-01,226253,34,spotify:user:1130225252,2017-06-29T20:47:31Z,"pop,post-teen pop",0.584,0.928,5,-5.253,1,0.0398,0.00435,0,0.179,0.673,142.041,4
4eXytQhwo6IxyPpK7DHUUe,"04gDigrS5kc9YWfZHwBETP","Feelings","V (Deluxe)","Maroon 5",2015-05-18,194773,35,spotify:user:1130225252,2017-06-29T20:47:37Z,"pop",0.693,0.727,10,-5.364,0,0.0749,0.00365,0,0.0576,0.746,121.937,4
3TNnaCW0kIqtKYVBgZd16b,"66CXWjxzNUsdJxJ2JdwvnR,73sIBHcqh3Z3NyqHKZ7FOL","Break Your Heart Right Back","My Everything (Deluxe)","Ariana Grande,Childish Gambino",2014-08-22,253386,0,spotify:user:1130225252,2017-06-29T20:47:42Z,"pop,atl hip hop,hip hop,rap",0.726,0.605,6,-5.673,1,0.0628,0.0113,0,0.0639,0.588,93.93,4
2rsjucDgwo0boCzEXcZZpX,"5sDIQrB2V7pRAdNM8dEc7g,2GRNS6DnefxBzYSZXDc6ij","Entä sä (feat. Gracias)","Entä sä (feat. Gracias)","Gettomasa,Gracias",2017-01-28,216276,41,spotify:user:1130225252,2017-07-03T23:11:11Z,"finnish hip hop",0.857,0.692,1,-5.813,1,0.169,0.123,0.0000091,0.0903,0.413,141.029,4
5j71tLodg15B8wgxScb6HY,"6fCylnBqt47fMNEPaANT2B","SLIM MILL - KESÄFLOW","SLIM MILL - KESÄFLOW","Slim Mill",2016-10-29,164397,4,spotify:user:1130225252,2017-07-03T23:11:59Z,"finnish hip hop",0.884,0.415,8,-9.064,1,0.0716,0.0644,0.0139,0.119,0.282,93.982,4
2VQV6eEOwvlM5aGQDK0axq,"6fCylnBqt47fMNEPaANT2B,5PKNUZsNqUNITDT5bmBpdG","xDlsd (feat. Mahku)","xDlsd (feat. Mahku)","Slim Mill,Mahku",2017-02-08,195334,15,spotify:user:1130225252,2017-07-03T23:12:01Z,"finnish hip hop",0.91,0.382,9,-15.204,1,0.156,0.226,0.0000121,0.314,0.331,102.025,4
0chFcp7zVMi1ru2zSBYwze,"5Ptz1xkszwS7JBksmx8gMt,04UpsyroM3wyQYwhYd9mSv","Kakkuu Järvellä","Kakkuu Järvellä","Pasi ja Anssi,Portion Boys",2017-06-19,205932,45,spotify:user:1130225252,2017-07-03T23:12:04Z,"finnish dance pop,finnish hip hop",0.764,0.743,1,-4.241,1,0.0336,0.00411,0.00779,0.293,0.895,118.003,4
5fB7KNzDNtTLWAa6D2zcBJ,"05qPtpcSltJZLI9sj0qm3B,33jNX20zbFQbqTGKt0wsF9","Juna","Juna","Spekti,Tasis",2017-06-16,192182,43,spotify:user:1130225252,2017-07-03T23:12:09Z,"finnish dance pop,finnish hip hop",0.793,0.93,11,-4.138,0,0.0884,0.512,0.0000984,0.27,0.843,124.982,4
1CBSDY2q7KOw8gIWaTp7MW,"7LL8ICMlnfeCxnXmKuGYwQ","Hukas","Hukas","Skandaali",2017-04-26,257192,32,spotify:user:1130225252,2017-07-03T23:13:26Z,"finnish dance pop,finnish hip hop",0.819,0.769,7,-4.953,1,0.127,0.186,0,0.086,0.513,130.083,4
1iC42jKpHz4EcXeovpYzR7,"09ao6AC5gW8AxRBUVkqWIB","Summer Is Crazy","Disco 90's","Alexia",2008-03-16,261493,30,spotify:user:1130225252,2017-07-03T23:18:51Z,"classic greek pop,eurodance,italo dance",0.656,0.802,7,-10.247,1,0.0291,0.00268,0.197,0.0647,0.597,139.98,4
3N5i2RnZyjx9PYQhkl5tR0,"4LhCodjo3UFI0Bu0ZYuOP5","Ingalsin Laura","Meikit, ketjut ja vyöt","Maija Vilkkumaa",2001,199639,37,spotify:user:1130225252,2017-07-03T23:19:44Z,"finnish pop,iskelma,suomi rock",0.434,0.829,4,-4.68,0,0.0441,0.00458,0.0000103,0.208,0.695,151.859,4
0UlHiqi7seV02XNHLMtfGK,"7bXgB6jMjp9ATFy66eO08Z","Turn Up the Music","Fortune (Deluxe Version)","Chris Brown",2012-06-29,227973,0,spotify:user:1130225252,2017-07-15T11:11:05Z,"r&b,rap",0.594,0.841,1,-5.792,1,0.102,0.000238,0.00000222,0.156,0.643,129.925,4
1wPP7abk9LbdwWkRi1UoSp,"3r17AfJCCUqC9Lf0OAc73G","M.I.L.F. $","M.I.L.F. $","Fergie",2016-07-01,162365,0,spotify:user:1130225252,2017-07-15T11:11:11Z,"dance pop,pop",0.773,0.706,0,-5.709,1,0.0999,0.00538,0.0148,0.0208,0.693,160.912,4
3btQ3ZyrZc6iZ8q31gmLu4,"0FgPkjSOY3FoLQRXeNbkhL","Luonasi","Luonasi","Aste",2017-06-16,197754,25,spotify:user:1130225252,2017-07-24T12:10:51Z,"finnish dance pop,finnish hip hop,finnish pop",0.613,0.836,1,-4.828,0,0.209,0.0196,0,0.135,0.516,150.015,4
5aFQU3VPCQ3YGfKBA4tLfj,"4xRYI6VqpkE3UwrDrAZL8L,2wUjUUtkb5lvLKcGKsKqsR,6LuN9FCkKOj5PcnpouEgny","1-800-273-8255","Everybody","Logic,Alessia Cara,Khalid",2017-05-05,250173,0,spotify:user:1130225252,2017-07-24T12:10:52Z,"conscious hip hop,hip hop,pop rap,rap,canadian contemporary r&b,canadian pop,pop,pop r&b",0.627,0.572,5,-7.738,0,0.0373,0.568,0.00000152,0.198,0.361,100.041,4
0XLOf9LhyazPX9Ld8jPiUq,"0C8ZW7ezQVs4URX5aX7Kqx,13y7CgLHjMVRMDqxdx0Xdo","Fetish (feat. Gucci Mane)","Fetish (feat. Gucci Mane)","Selena Gomez,Gucci Mane",2017-07-13,186112,0,spotify:user:1130225252,2017-07-24T12:10:54Z,"pop,post-teen pop,atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap",0.708,0.61,2,-4.522,1,0.0574,0.0204,0.00000445,0.0641,0.305,123.038,4
3bmNdYIlvwzzJ0Z36oQoJo,"24zGM5PXUegufUvSRBJXmW","Maija","Maija","Kliff",2014-05-26,176813,33,spotify:user:1130225252,2017-07-24T12:10:55Z,"finnish dance pop",0.668,0.817,1,-4.815,0,0.0452,0.183,0,0.772,0.532,128.009,4
6jQmNNYObaFU2cYx1TA7ig,"2iIiVyUXeYOzrWnPd3YEbP","Kauneinta","TOP 10","Kymppilinja",2016-05-13,201520,29,spotify:user:1130225252,2017-07-24T12:10:57Z,"finnish dance pop,finnish hip hop,finnish pop",0.819,0.822,0,-4.52,1,0.151,0.0109,0,0.047,0.892,120.126,4
63Hcp32nBv3Xzf5iKNuHy0,"0OYspJRShx3Yx7QIykOJgq","HUUMETUKKA","HUUMETUKKA","OG Ulla-Maija",2017-05-18,234190,35,spotify:user:1130225252,2017-07-24T12:10:59Z,"finnish dance pop,finnish hip hop",0.898,0.644,6,-6.148,1,0.13,0.0845,0,0.132,0.303,105.003,4
34kd2B1N8nrH6oBmnEr8V4,"2aLuI4Dvwbx5wRYvsN4xHT,1j4nGmXqvHyHRn0QcGwsaN","#Elämänpeli (feat. Touko)","#Elämänpeli (feat. Touko)","Mr. Elämänpeli,Touko",2017-06-30,211770,19,spotify:user:1130225252,2017-07-24T12:11:09Z,"",0.68,0.679,5,-7.759,0,0.218,0.102,0.000581,0.265,0.683,107.344,4
2d8EquHi6gIpwknkCPSCKm,"6PP1ZiMzBbTeRqGvhr3pV9","Se oikea","Se oikea","Jenni Vartiainen",2017-07-05,195836,24,spotify:user:1130225252,2017-07-24T12:11:16Z,"finnish dance pop,finnish pop,iskelma,suomi rock",0.495,0.765,0,-5.541,1,0.198,0.109,0,0.149,0.766,181.972,4
6C4Ln9FcD2GXQ8QSUQpncZ,"1pbX4qbCZOyiRA0ih5jGfX,69pjn3Oxt0azUYEw9NE4S0,49PPHx2WvBFfsk6RKE0lCi","Kupla","Kupla","Ida Paul & Kalle Lindroth,Ida Paul,Kalle Lindroth",2017-06-29,168409,29,spotify:user:1130225252,2017-07-24T12:11:17Z,"finnish dance pop,finnish pop",0.775,0.506,1,-8.494,1,0.0729,0.196,0,0.103,0.822,90.058,4
2UU9ywqY86wdI6GTnRHlhg,"5zmBbgxO5dvb4sbsX6dL19,4D8m6VLd1ySVC6A2tzFvrE,4DpQueNEIhOottP5j70XqR,69pjn3Oxt0azUYEw9NE4S0","Tyynysotaa","Tyynysotaa","Vilma Alina,Nelli Matula,SINI YASEMIN,Ida Paul",2017-05-26,205663,30,spotify:user:1130225252,2017-07-24T12:11:19Z,"finnish dance pop,finnish hip hop,finnish pop,iskelma",0.785,0.661,9,-4.718,1,0.0591,0.186,0,0.268,0.723,123.059,4
2AeMQ7G8313RP8KrC3ot4v,"1xT5p0VBpnZDrvVSjX9sri,3lwPzq3sT3tucaO1F6sDw7","We Don't Belong","We Don't Belong","Dash Berlin,Haneri",2017-07-07,186363,34,spotify:user:1130225252,2017-07-24T12:11:24Z,"big room,dutch trance,edm,pop dance,progressive house,trance,uplifting trance,singaporean pop",0.613,0.74,8,-2.326,1,0.0474,0.137,0,0.324,0.306,127.955,4
7aF09WaavZAmAWuUeYxlYD,"5Pwc4xIPtQLFEnJriah9YJ,5iNrZmtVMtYev5M9yoWpEq","Rich Love (with Seeb)","Rich Love","OneRepublic,Seeb",2017-07-14,201256,0,spotify:user:1130225252,2017-07-24T12:11:26Z,"piano rock,pop,pop dance",0.593,0.868,1,-3.573,0,0.295,0.183,0,0.365,0.496,104.988,4
2rb5MvYT7ZIxbKW5hfcHx8,"1vyhD5VmyZ7KMfW5gqLgo5,4RSyJzf7ef6Iu2rnLdabNq","Mi Gente","Mi Gente","J Balvin,Willy William",2017-06-30,189440,0,spotify:user:1130225252,2017-07-24T12:12:23Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino,pop dance",0.543,0.677,11,-4.915,0,0.0993,0.0148,0.00000621,0.13,0.294,103.809,4
5bcTCxgc7xVfSaMV3RuVke,"7CajNmpbOovFoOoasH2HaY,2RdwBSPQiwcmiDo9kixcl8,6jJ0s89eD6GaHleKKya26X,0c173mlxpT3dSFRgMO8XPh,4A0TivfinfALCAMJqqjZIk","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Funk Wav Bounces Vol.1","Calvin Harris,Pharrell Williams,Katy Perry,Big Sean,Funk Wav",2017-06-30,223413,76,spotify:user:1130225252,2017-07-24T12:12:27Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,detroit hip hop,hip hop,pop rap,r&b,rap,southern hip hop,trap,funktronica",0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,4
60a0Rd6pjrkxjPbaKzXjfq,"6XyY86QOPPrYVGvF9ch6wz","In the End","Hybrid Theory (Bonus Edition)","Linkin Park",2000,216880,88,spotify:user:1130225252,2017-07-24T12:12:33Z,"alternative metal,nu metal,post-grunge,rap metal,rock",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
1OAh8uOEOvTDqkKFsKksCi,"0QHgL1lAIqAw0HtD7YldmP,5pKCCKE2ajJHZ9KAiaK11H,2EMAnMvWE2eb56ToJVfCWs","Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled,Rihanna,Bryson Tiller",2017-06-22,204173,80,spotify:user:1130225252,2017-07-24T12:12:38Z,"hip hop,miami hip hop,pop rap,rap,barbadian pop,pop,urban contemporary,kentucky hip hop,r&b",0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,4
7F9vK8hNFMml4GtHsaXui6,"57WHJIHrjOE3iAxpihhMnp,64M6ah0SkkRsnPGtGiRAbb,5fyDppLDl1juIu1BcUT5zh","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson,Bebe Rexha,Digital Farm Animals",2017-07-21,190427,66,spotify:user:1130225252,2017-07-24T12:12:47Z,"pop,dance pop,uk dance",0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,4
0XfOi87h82i09rQjWYG0Bm,"4Q6nIcaBED8qUel8bBx6Cr,6S2OmqARrzebs0tKUEyXyp,2ExGrw6XpbtUAJHTLtUXUD","Instruction (feat. Demi Lovato & Stefflon Don)","Instruction (feat. Demi Lovato & Stefflon Don)","Jax Jones,Demi Lovato,Stefflon Don",2017-06-16,165466,0,spotify:user:1130225252,2017-07-24T12:12:53Z,"dance pop,edm,house,pop dance,uk dance,uk pop,pop,post-teen pop,dancehall,dancehall queen,uk dancehall,uk hip hop",0.767,0.934,4,-3.057,0,0.195,0.104,0,0.0835,0.895,121.069,4
0UMaKcS7dY70v8uupjIdaq,"4d5lT8L9TN7RfbYCs1sa8n","Taivas ei oo rajana","Taivas ei oo rajana","Mikko Harju",2017-06-15,186001,25,spotify:user:1130225252,2017-07-24T12:13:05Z,"finnish dance pop,finnish pop,iskelma,laulaja-lauluntekija",0.645,0.702,5,-5.887,1,0.0255,0.0893,0,0.196,0.411,105.996,4
0tKcYR2II1VCQWT79i5NrW,"53XhwfbYqKCa1cC15pYq2q","Thunder","Evolve","Imagine Dragons",2017-06-23,187146,22,spotify:user:1130225252,2017-07-24T12:13:19Z,"modern rock,pop,rock",0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,4
0Ev8HCcDuVyo6Z0OqWS7cM,"7wpzJLl0ElNQwRRsALqUSd","Koukkuun","Koukkuun","Ilta",2017-07-05,173254,30,spotify:user:1130225252,2017-07-24T12:13:24Z,"finnish dance pop,finnish pop,iskelma",0.772,0.578,10,-6.85,0,0.0631,0.0629,0,0.476,0.875,98.066,4
5dwxmp5425KCrP32Ys6U1a,"2O6Va98fudK0E8rtu7Nm2Z","Kaija","Kaija","Kasmir",2017-05-24,219097,22,spotify:user:1130225252,2017-07-24T12:13:38Z,"finnish dance pop,finnish hip hop,finnish pop,finnish soul,suomi rock",0.682,0.593,5,-7.166,0,0.0537,0.0407,0,0.385,0.714,98.034,4
